document,lineNum,numSegs,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20
MHR_URD_20090116.0010,539,5,صدر جارج بش دہشتگردی امریکہ کے لئے اب بھی ایک خطرہ ہے,مہر خبررساں ایجنسی نے جرمن خبررساں ادارے کے حوالے سے نقل کیا ہے کہ امریکی صدر جارج بش نے اپنی الوداعی تقریر میں اپنے جانشین باراک اوبامہ اور قوم سے خطاب کرتے ہوئے کہا ہے کہ اگر چہ سات سال پہلے کی نسبت امریکہ آج محفوظ ہے لیکن دہشت گردی کا خطرہ آج بھی امریکہ سر منڈلا رہا ہے۔,بش نے کہا کہ امریکہ پر حملہ کرنے کیلیے دہشتگرد دشمن صبر سے تاک لگائے بیٹھے ہیں اور وہ امریکہ پر حملہ کرنے کا مصمم ارادہ رکھتے اور امریکہ کو بھی اپنی سلامتی سے غافل نہیں رہنا چاہیے۔,امریکی صدر نے غزہ میں لاکھوں فلسطینیوں کے غم و آلام کو فرموش کرتے ہوئے اپنی جارحانہ اور غلط پالیسیوں کا دفاع کیا امریکہ کے صدر نےکہا کہ امریکہ آج بھی آزادی کا سب سے بڑا حامی ملک ہے البتہ مبصرین امریکی کے منفور صدر کے ان بیانات کو حقیقت تسلیم نہیں کرتے ہیں کیونکہ امریکہ نہ تو آزادی کا علمبردار ہے اور نہ ہی انسانی حقوق کا حامی ہے بلکہ امریکہ دنیا میں سب سے زیادہ شریر ملک ہے جو اسرائیل جیسی خونخوار حکومت کی نہ صرف حامیت کررہا ہے بلکہ اس جرائم میں براہ راست شریک ہے۔,اسرائيل بچوں ، عورتوں اور عام شہریوں کا قتل عام کررہا ہے اور امریکہ کا صدر اسے شاباش کہہ رہا ہے یہ امریکی انسانیت اور آزادی جسے دنیا غزء میں اور دنیا کے دیگر مقامات پرمشاہدہ کررہی ہے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post39,885,5,بھائیو، مصموم بچوں کے قاتل کا انجام ہی تباہی ہے۔,مگر ميرے دوستوں سے گزارش ہے کہ کل اسرائيلیوں کو سر چھپانے کی جگہ نہیں تھی، آج وہ اتنے مضبوط ہوگئے کہ دنيا ميں کسی کی نہیں مانتے کيونکہ يہودی سب ايک ہيں۔,نہ ان ميں شعيہ، نہ سنی، بس سب يہودی ہيں اور انہوں نے ہر ميدان ميں ترقی کی ہر چيز بنائی۔,اس کے برعکس 55 اسلامی ملکوں کا کيا حال ہے؟,ہر ميدان ميں پیچھے اور اب يہ عالم ہے کہ اتنے بےبس ہوگئے ہیں کہ دشمن ان کو مار رہے ہيں اور وہ موت کا انتظار کر رہے ہيں۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516169-post135,1232,5,ميرے خيال ميں سب سے بڑے دہشت گرد يہی لوگ ہیں۔,اور اس ميں ضرور کوئی بيرونی قوتيں کارفرما ہيں ليکن پتہ نہيں کہ وہ ہے کون؟,ليکن افسوس يہ ہے کہ اگر ايسے حالات سرحد کے کسی شہر ميں ہوتے تو حکومت وہاں کا کيا حشر کرتی ليکن جب يہ سرحد ميں نہيں تو حکومت بے بس دکھائی ديتی ہے۔,حکومت کو چاہیے کہ يہاں آپريشن کرے اور ملک کے ايک بڑے اور اہم شہر کو دہشت گردی سے بچائے۔,ورنہ پاکستان کو ايک بڑے مالی بحران سے سامنا ہو گا۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post52,1012,5,ملائيت، آمرِ زمانہ ضياءالحق کي حقيقتاً آمريت کے دور سے خدا کی رحيمی اور کريمی کی صفات اجاگر کرنے کے برعکس طرح طرح کے عذابوں اور عبرتوں کے تذکروں سے مذہب کے نام پر خوف ودہشت کی جو فضاء قائم کرتی نظر آتی ہے اس ميں لاش لٹکنانے کے واقعہ کے علاوہ انکا لٹريچر اور ’مرنے کے بعد کيا ہوگا‘ جيسی کتابيں بھی خوف ودہشت پيدا کرتی ہيں۔,اور يہ لوگ محض دنياوي حلوہ مانڈہ اور جاہ و جلال کي غرض سے اس خوف ودہشت کو بطور آلہ يا ھتھيار کےاستعمال کر رہے ہيں۔,’واعظو!,آتشِ دوزخ سے جہاں کو تم يہ ڈرايا ہے,کہ خود بن گئے ڈر کي صورت‘,,,,,,,,,,,,,,,
urd-NG-102-174502-11516169-post145,1242,5,کراچی ميں سفاکی کی ايک اور داستان آخرکار رقم ہوئی جس کا خوف ہر شہری کافی عرصہ سے محسوس کررہا تھا۔,جس کا جہاں بس چلا اس نے کوئی کسر نہ چھوڑی ميڈيا پر آنے والی رپوٹيں اس کا پچاس فيصد ہيں جو چار روز ميں يہاں ہوا ہے۔,پچھلی تين راتيں جاگ کرگزاريں اور ڈر اب بھی ہے۔,ہوٹل خالی کرانے والے موچيوں اور مونگ پھلی والوں کو مارنے والے۔,سپر ہائی وے پر لوٹ مار کرنے والے اور معصوموں کے کان کاٹنے والے سبھی اللہ کے عزاب سے بے خبر ہيں جو کبھی ان کو آ پکڑے گا۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516125-post120,902,5,يہ ايک جن ہے جو نصف صدی سے فلسطن کو جمٹا ہوا ہے,اس جن کے کئی منہ ہيں,کئی بار يہ جن اپنے ہی کسی دوسرے منہ سے اپنے آپ کو ہی برا بھلا کيہ کر دنيا کا پريشر اور دھان موڑتا رہتا ہے,اور اسی جن کے دوسرے منہ عراق افغانستان ايران پاکستان ميں بندے کھا رہے ہيں,اور يہ جن سب سے زيادہ اسلام سے حائف ہے کيوں کہ يہ جن جانتا ہے کہ اسے جب بھی نکالا گيا وہ صرف اور صرف اسلام مسلمان اور مسلمان کا دين کامل اور عملی اسلام ہی نکالے گا کيونکہ تاريخ بتاتی ہے کہ اسلام نے بڑے بڑے ابوجہل راہ راست پر کيے ہيں,,,,,,,,,,,,,,,
urd-WL-86-174276-11370245-post15,1600,5,-اسد خان لندن،,بھارت اس قسم کی صورتحال پیدا کر رہا ہے کہ دنیا کی توجہ کشمیر سے ہٹ جائے,لیکن پاکستان نے ہمیشہ بھارت کی اصلیت کا چہرہ دنیا کا دکھلادیا ہے,اب برطانوی حکومت بھی اس سمجھ رہی ہے اسی لئے بھارتی دہشتگردی کے نام سے پاکستان کو بدنام کرکے کشمیر قبضہ سے آنکھیں چرا رہے ہیں,اور پاکستان سے اس مسئلہ پر بات کرتے ہوئے ہچکچاتے ہیں,,,,,,,,,,,,,,,
urd-NG-102-174502-11516103-post40,800,5,اب سے پندرہ سال قبل افغانستان ميں جنگ جاری تھی,آئی ايس آئی طالبان کو کنٹرول کر رہی تھی جبکہ مدد مقابل شمالی اتحاد تھا جس کو روس،بھارت اور ايران مدد ديتے تھے۔,پھر اچانک حالات بدلے طالبان کے کرتوت سامنے آنے لگے,اور آئی ايس آئی کو بھی امريکا سے ڈالروں کی آفر آگئی چنانچہ سابقہ دوست دشمن بن گۓ۔,اب صورت حال يہ ہے کہ جنگ اب بھی جاری ہے مگر پکستان ميں مدد کرنے والے بھی وہی ہيں ايران ،بھارت اور روس,,,,,,,,,,,,,,,
urd-NG-102-174502-11516165-post46,1191,5,ليکن افسوس يہ ہے حکومت کا لشکر طيبہ کے دوالے ہوجانا نے بھارت کی بات کو صحيح قرار دے ديا ہے کہ اس ميں پاکستان ملوث ہے۔,نجيب الرحمان سائکو، *لاہور* [P@KI$T@N],اگر يہ مان ليا جائے کہ لشکر طيبہ ملوث ہے تب بھی پاکستان حکومت کو الزام دينا صحيح نہيں۔,اور ايک سوال يہ بھی کہ کيا ان دہشتگردوں کو کسی سرکاری يا غير سرکاري بھارتی اہلکار کی مدد حاصل نہيں تھي؟,کيا دہشتگرد صرف پاکستان ميں پيدا يا تيار ہوتے ہيں اور بھارت اور دنيا کے ديگر ممالک ميں تيار نہيں ہوتے؟,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post214,860,5,اللہ تعاليٰ مُسلِم اُمّہ کو ايک ہونے کی توفيق دے ،آمين،,اور اصل دہشت گردوں کو دہشت گردی کی اس تکليف دِہ کارروائی کو دہشت گردی کے خِلاف مُہِم کا نوبل پرائِز دينے کا بھی سوچيں کہ آخِر اصل کام تو وُہی کر رہے ہيں۔,ورنہ کيا اِتنے بڑے پيمانے پر دہشت گردی بغير کِسی وڈے سردار کی پُشت پناہی کے مُمکِن ہے اور يہ تاريں ہِلانے والے کون ہيں سبھی جانتے ہيں۔,تو ايسے ميں اِس کو آسان زبان ميں دادا گيری ہی کہا جاتا ہے کہ کر لو جو کرنا ہے۔,زبردست کا ٹھينگا سر پر مارے بھی اور رونے بھی نا دے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516161-post69,1147,5,دھشت گرد حملوں کی جتني بھی مذمت کی جائے تو وہ کم ہے، خواہ وہ ممبئی کے ہوٹل ميں ہوں يا اسلام آباد کے ميريئٹ ہوٹل ميں اور يا پھر فلسطين ميں۔,اس طرح دہشت گرد جہاں کے بھی ہوں ان کا خاتمہ ہونا چاہئیے خواہ وہ پاکستاني ہوں، بھارتی ہوں يا امريکی اور اسرائيلی ہوں۔,اب سوال يہ پيدا ہوتا ہے کہ ہر روز پاکستان ميں جو دہشت گرد حملے ہوتے ہيں، سينکڑوں لوگ مارے جاتے ہيں، ان پر پاکستاني حکام سميت پوری دنيا کيوں خاموش ہوتی ہے؟,کيا ميريئٹ ہوٹل پر کيا گيا حملہ دہشت گردوں کا نہيں تھا؟,تو پھر کيوں۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post217,870,5,تمام بہن بھائيوں کو سلام!,ميرے خيال ميں مشکل کی اس گھڑی ميں حماس کو امن کے نام پر اپنی جدوجہد ترک کرنے کا مشورہ دينا ہزاروں بيواؤں اور لاکھوں يتيوں کے ساتھ نا انصافی اور انہيں ناکام ثابت کرنے کے مترادف ہے۔,اسرائيل اور اس کے حامی اگر اپنی فرعونيت کے عروج پر ہيں تو عنقريب موسيٰ بھی ان کے گھر ميں پيدا ہوگا کيونکہ يہی قانون قدرت ہے امريکا اور اسرائيل کے اقدامات مسلمانوں ميں خود کش بمبار پيدا کرنے ميں کھاد کا کام کر رہے ہيں۔,جو طاقت کے نشے ميں بدمست ہاتھيوں کو سمجھ نہيں آ رہا۔,ابو عبداللہ پاکستان,,,,,,,,,,,,,,,
urd-WL-83-174268-11364090-post4,1505,5,اس کی وجہ جاہلیت ہے.,کل کو اگر ان کی بیویوں‌ نے بوڑھے کی خدمت سے انکار کر دیا تو پھر وہ کیا کریں‌گے؟,یہ معاشرے کے دباؤ کا نتیجہ ہے.,جب لوگ ایسی حرکت پر ایسے خاندان کا مذاق اڑاتے ہیں تو اولاد باپ کی دوسری شادی پر شرمندہ ہونے لگتی ہے,حالانکہ انہیں حالات کا مقابلہ کرنا چاہیے اور کہنا چاہیے کہ ان کے باپ کا عمل اسلام کے عین مطابق تھا.,,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post60,1023,5,بی بی سی والو دوغلی پالسی بند کرو۔,اس موضوع سے زيادہ بہتر سپر ہٹ عنوان: ’بش کو جوتے پڑنے جائز تھے يا ناجائز؟,‘ ہونا چاہئیے تھا,طاھر چوھدری، جاپان,يار کچھ شرم کر ايک انسان کو قبر سے نکال کر کھمبے سے لٹکا ديا گيا اسليے کہ اس نے ظلم کے خلاف آواز اٹھائی، اور آپ کو باکس آفس کے موضوع کی پڑی ہوئی ہے۔,,,,,,,,,,,,,,,
urd-WL-77-174260-11358578-post2,1369,5,حضرت فرماتے ہيں دنيا ميں زيادہ تر خون مذاہب کی بنياد پر بہايا گيا ہے، آپ مجھے بتا ديں کہ اگر مذہب نہ ہوتا تو کيا يہ خون خرابہ نہ ہوتا؟,پنجابی، پٹھان، گورا اور کالا، محسود اور دوسرے قبائل کيا يہ سب کچھ مذہب کی پيداوار ہيں؟,نہيں ہرگز نہيں، جناب، مذہب ہی يہ تعليم ديتا ہے کہ کوئی گورا کوئی کالا نہيں کوئی پنجابی کوئی مہاجر نہيں ورنہ اگر مذہب نہ ہوتا توگورے کالےکی لڑائی ميں آدھی دنيا اور ذات برادری کی عداوت باقی انسان غرق ہوجاتے۔,دراصل مذہب ہی انسان کو اخلاقی تربيت ديتا ہے اور اسے پابند کرتا ہے وہ يہاں اپنی مرضی سے نہيں آيا بلکہ خالق کائنات نے اس کو يہاں بھيجا ہے اور اسے يہاں اسی کے حکم کے مطابق زندگی بسر کرنی ہے۔,بحيثيت ايک مسلمان مجھے اس بات کا پورا يقين ہے اسلام ايک مکمل ضابتہ حيات ہے اور سچا مذہب ہے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post42,890,5,ضرورت اس امر کی ہے کہ تمام مسلم ممالک یکجا ہو جائیں اور مل کر اسرائیل کے خلاف لاحۂ عمل تیار کریں۔,Feroz magsi، Jhang، پاکستان,اور اس سے اچھا لائحہ عمل کوئی اور نہيں، کہ اسرائيل کو تسليم کريں، اس سے جديد علوم اور ترقی کے طريقے سيکھ کر دنيا کو امن و چين سے رہنے ديں۔,مسلمانوں کے پاس زمينيں بھی بہت ہيں اور ذرائع بھي۔,ضرورت ہے درست استعمال کي۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post14,844,5,ان ڈھکوسلوں کا فائدہ کيا ہے جب بی بی سی کو کچھ چھاپنا ھی نہيں ھے,اب سارے صحافتی اصول کدھر دفن ھوگئے خون ناحق خصوصا مسلمان کا بہے تو بی بی سی پر غيرجانبداری کابھوت سوار ہو جا تا ہے۔,ويسے بزعم خود حق کا علم بردار,خود سے کچھ پھوٹنا تو دور کی بات، کم ظرفی کی انتہا يہ ہے کہ تبصرے تک نہں چھاپتے,مسلمانوں کی طرف سے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post164,1007,5,میرے خیال میں ہماری فوج کے لوگ ان لوگوں سے ملے ہیں۔,وہ ایسا کہ جب یہ لوگ نقل حرکت کرتے ہیں تو اس میں اتنا ٹائم تو لگنا ہے، اسے پکڑنے کے لیے اتنا ٹایم تو ہوگا لیکن وہ موقع پر پہنچنا تو دور وہ اگر وہاں ہوتے بھی تو وہاں سے رفو چکر ہوتے ہے۔,کیا یہ لوگ اتنے بہادر ہیں کہ وہ پچاس ستر آدمیوں کو یرغمال کرتے ہیں اور ہماری فوج ہاتھ پہ ہاتھ رکھے اس کو تماشائی کی طرح دیکھتی ہے۔,وہ بھی اللہ کے بندے ہیں اور فوج بھی۔,صاف ظاہر ہے کہ دال میں کچھ کالا ہے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516165-post14,1162,5,پاکستان تو ويسے ہی يورپی اور امريکی مقاصد کی اطاعت ميں لگا رہتا ہے۔,يہ پاکستان کي ايک غالب آبادی کی مخالفت کے باوجود کروايا جاتا ہے۔,اور يہ اس بات کو مزيد مخالف جزبات کو ابھارتا ہے۔,اگر امريکی اور اس کے اتحادی جمہوريت پر اعتماد رکھتے ہيں تو نوآبادی والے طرز عمل کو چھوڑ کر رياست کی خودمختاری کا احترام کرتے ہوئےاس خطے سے چلا جاۓ۔,پاکستان ميں اتنی صلاحيت ہے کہ وہ خود مسلحہ يا غير مسلحہ کرے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post230,875,5,اب حماس اور اسرائيل کو صلح کر لينی چاہيے تاکہ خون و خرابہ بند ہو۔,محمد سرفراز، پيرس، فرانس,بالکل بجا فرمايا۔,فرض کر ليتے ہيں کہ حماس واقعتاً ہي سو فيصدی حق سچ پر ہے اور ’ظُلم‘ کے خلاف ’جہاد‘ کر کے بارگاہ الہي ميں ’سرخرو‘ ہونا چاہتی ہے تو پھر بھی کم ازکم اسے اتنا تو ضرور معلوم ہونا چاھيے کہ نيکی سے اگر بسے بسائے گھر اجڑنے لگيں تو پھر نيکی نيکی نہيں رہ جاتي۔,جو لوگ خدا سے محبت، اس کے رسول سے محبت، اور اپنے دين سے محبت کا دعویٰ کرتے ہيں، انسان سے محبت کرنا انکا جزو ايمان ہوتا ہے!,,,,,,,,,,,,,,,
urd-NG-102-174502-11516125-post49,937,5,اب کون کِسے بتائےگا کہ دہشت گردی کيا ہے؟,کيا يہ سب دہشت گردی کے زُمرے ميں نہيں آتا کيُوں صِرف اپنا ہی درد سب کو اپنا لگتا ہے,دُوسرے لوگ کيا اِنسان نہيں ہوتے يا پھر مُسلمانوں کا خُون ہی اِتنا ارزاں ہو گيا ہے اِتنے معصُوموں کا خُون کيا سُرخ رنگ کا نہيں تھا,اور اب کہيں سے بھی کوئی تعزيتی پيغام کيُوں نہيں آرہا؟,ممبئی حملوں کی کارروائی ميں نے ايسے ديکھی تھی جيسے ميرے اپنے گھر ميں يہ آگ لگی ہو کہ اِنسانوں کا دُکھ ديکھا نہيں جاتا اور کيا يہ دُکھ کِسی کو نظر نہيں آتا کاش مُسلمان ايک ہو کر سوچيں کُچھ,,,,,,,,,,,,,,,
urd-WL-83-174268-11364090-post10,1493,5,جاگیردارانہ سوچ ہمارے تمام اعمال پر حاوی ہے۔,یہاں بھی یہی سوچ کام کر رہی ہے کہ باپ کی جائیداد میں نئے حصے دار پیدا ہوں گے اور اسی کی مخالفت کی جاتی ہے ورنہ ان کے والد کا یہ عمل تو قابل ستائش و تقلید ہے۔,ہمارے ہاں رشتہ کے حوالے سے انہی جکڑ بندیوں نے معاشرتی برائیاں پیدا کی ہیں,، مطلقہ اور بیوہ کی شادی کا تصور ناپید ہوتا جا رہا ہے۔,یہی فضول عقائد و بے جا روایات ہیں جن کی وجہ سے خاندانی نظام انتشار کا شکار ہے۔,,,,,,,,,,,,,,,
urd-NG-102-174502-11516169-post136,1237,5,بی بی سی اردو بھی ڈر کے مارے سچ نہيں لکھ رہي جبکہ پاکستانی ميڈيا کی حالت تو اور بھی پتلي۔,پورا سچ بی بی سی انگلش پر موجود ہے۔,مسئلے کا ايک حل تو يہ ہے کہ يا تو اردو بولنے والے پشتو سيکھ ليں يا پشتو بولنے والے اردو، يا سبھی انگلش سيکھ ليں تو اور اچھا۔,آپ يقيناً اسے ايک مضحکہ خيز تجويز سمجھيں گے ليکن آپ کو تصادم کی وجہ کيا مضحکہ خيز نہيں لگتي؟,کہ تشدد کي وجہ زبان ہو؟,,,,,,,,,,,,,,,
urd-WL-86-174276-11370261-post11,1727,5,-سلمان، کراچی۔,جو لوگ بھارت جانے پر فخر کرتے ہیں,اور ان کی فلموں یا اپنی ویڈیو وہاں پر بنواتے ہیں اب ان کی آنکھیں کھل جانی چاہیئیں کہ بھارت کے لوگ کتنی آپ کی عزت کرتے ہیں,مجھے عدنان سمیع کا ایک انٹر ویو یاد ہے جس میں انہوں نے کہا تھا کہ میں پاکستانی نہیں میری شہریت برطانوی ہے,عدنان سمیع کو چاہیئے کہ وہ پہلی فرصت میں پاکستان آجائے کیونکہ تجھے عزت وہاں بھی راس نہیں آئی،,,,,,,,,,,,,,,,
urd-WL-83-174268-11364089-post3,1488,5,یہ ایک گھناؤنا مسئلہ ہے جو دین سے دوری کی وجہ سے پیدا ہوا ہے۔,ھمارا دین اور پاکستان کا قانون دونوں کے مطابق کم سن بچے ماں کے پاس رہنا چاہئیں۔,ان کا خرچ ان کے باپ کے ذمہ ہے اور باپ بچوں سے مل سکتا ہے۔,پھر جب بچے بالغ ہو جائیں تو وھ جس کے پاس رہنا چاہیں رہیں۔,آپ نے درست لکہا ہے کہ اصل مسئلہ عزیز و اقارب ہیں جو الٹی پٹیاں پڑھاتے ہیں,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post27,880,5,گويا مسلمانوں کے بعد جتنےبھي &#39;اہل کتاب&#39; دنيا ميں بستے ہيں،ان کو صفحہ ہستی سے مٹا دينا اللہ کا حکم ہے,نجيب الرحمان سائکو، *لاہور* [P@KI$T@N],جی نہيں مٹادينے کا حکم نہيں ہے بلکہ انہيں اسلام کی دعوت دينے کا حکم ہے,مگر جولوگ مزہب کے خلاف سازشيں کريں ان کے خلاف جہاد کا حکم ہے,ان لوگوں سے اسوقت تک لڑا جاۓ جب تک وہ سازشيں ختم نہ کرديں - ليکن اس کا يہ مطلب ہر گز نہيں ہے کہ جيکٹ پہن کر مجمعے ميں پھٹ جائيں-,,,,,,,,,,,,,,,
