document,lineNum,numSegs,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20
urd-WL-77-174260-11358605-post7,1390,4,بی بی سی کے ملک کے مفادات امريکہ و اسرائيل نوازی سے وابستہ ہيں اور يہی وجہ ہے کہ ’روشن خيالي‘ کی آڑ ميں يہ ’صيہونيت پسندي‘ پر مشتمل بلاگز کی ايک سيريز لے کر وارد ہوا ہے اور يکطرفہ اور اندھا ’پراپيگنڈہ‘ کر رہا ہے۔,بی بی سی محض ’فارميلٹي‘ پوری کر رہا ہے اور محض ہمدردياں سميٹنا ہی اس کا مقصد و منشاء ہے!,موڈريٹر صاحب سے گذارش ہے کہ فدوی کے اس تبصرہ کو شائع کيا جائے تاکہ کچھ اندازہ ہوجائے کہ بی بی سی ميں حقائق پسندي کا تھوڑا بہت مادہ ابھی تک باقی ہے۔,شکريہ۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516107-post28,833,4,تمام عالم اسلام مل کر اسرائيل پر حملہ کرنے کی اگر صرف دھمکی ہی دے ديں تو آپ ديکھيے گا کہ اسرائيل کے ابا حضور امريکہ کو کتنی تکليف ہو گی,اور فورا حقيقی جنگ بندی کی نہ صرف باتيں بلکہ جنگ بندی بھی ہو جائے گي۔,مگر کيا کريں حضور ہمارے مسلمان حکمران اتنا دل جگر کہاں سے لائيں۔,کوئی احمد نژاد سے کہے کہ تم ہی پہل کر دو کيوں کے بی بی سی کے فورم ميں تمہاری بہادری کے بڑے چرچے ہيں۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516169-post149,1247,4,آپ کے خیال میں اچانک اس بد امنی کی وجوہات کیا ہیں؟,(بي بي سي),بھارت کی دل دہلا دينے والی ممبئي قتل وغارت کو سامنے رکھتے ہوئے کراچي ميں بدامنی کی وجہ ڈھونڈھنے کيلیے ہميں غوطے لگانے کی قطعاً ضرورت نہيں ہے بلکہ بالکل سيدھی اور آسان سی وجہ ہے کہ يہ بدامنی صرف لاشعوری طور پر ’بلڈ‘ کی اُتھل پُتھل کي بدولت ہوئی ہے۔,ظاہر سی بات ہے کہ اگر ’باپ‘ کے ساتھ کوئی پنگا لے گا تو اسکے ’بيٹے‘ کا آپے سے باہر ہوجانا، آؤٹ آف کنٹرول ہوجانا اچنبھے کی بات نہيں ہوگي۔,,,,,,,,,,,,,,,,
urd-WL-86-174276-11370266-post1,1785,4,عید کا تہوارخوشیوں اور مسرتوں کا ترجمان ہوتا ہے اور فرزندان توحید عیدالاضحی پر سنت ابراہیمی پر عمل کرتے ہوئے جانوروں کی قربانی کرتے ہیں۔,اس پر آشوب دور میں جب مہنگائی عروج پر ہو سیاسی حالات دگرگوں ہوں ، اس کے باوجودامیر اور غریب سب ہی اپنی استطاعت کے مطابق عید کی تیاری کرتے ہیں اور مختلف طریقوں سے اپنے احباب کو عید کی مبارکباد دیتے ہیں۔,ہم بھی آپ کو بلاگ کے ذریعے ایک موقع فراہم کررہے ہیں کہ اپنے پیاروں کو مختصر پیغامات کی صورت میں عید کی مبارک باد دیں۔,آپ عید کی مناسبت سے اشعار کے ذریعے بھی مبارکباد دے سکتے ہیں۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516103-post37,796,4,سوات میں جب حکومت کي رٹ ہي قائم نہیں ہونے دي جا رہي تو ايسےمیں حکومت ان غیر قانونی اقدامات کو روکنے میں کيونکر کامياب ہو؟,اب سوال يہ برآمد ہوا کہ جب مسلح فوج، جديد وآتشیں اسلحہ، جدید ٹيکنالوجی و جاسوسی نظام وغيرہ سب کچھ حکومت کے پاس ہے تو يہ چار طالبان قابو کيوں نہیں ہو رہے؟,اسکا جواب تو يہی ہے کہ ان کے سر پر کسی ’خفيہ پير‘ کا ہاتھ ہے کہ نہ تو ان کا اسلحہ ختم ہوتا ہے اور نہ ہي يہ پکڑے جاتے ہیں,حاصل کلام يہ کہ يہ طالبان اپنے کالے کرتوتوں کے ذريعہ ’عالمي سامراج‘ کا کام آسان کر رہے ہیں,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post88,1047,4,اس کا جواز نہ کسي مذہب ميں ہے نہ کسي خانداني روايات ميں۔,بشمول بی بی سی ساری ميڈيا طالبان اور قبائل کے متعلق مختلف ذرائع سے اپنے تبصرے کرتے ہيں,ليکن حقيقی صورت حال کا کسي کو پتہ ہي نہيں کہ صحيح صورت حال ہے کيا يہ تو ہم جانتے ہہیں کيونکہ ہم قبائلی ہيں۔,مختصرا يہ کہ يہ ايک کھيل ہے جسميں سی ائی اے، را، موساد اور ہمارا اپنا ائی ايس آئی شامل ہيں نہ کوئی طالب ہے نہ قبائلی يہ ان اداروس کے پيداکردہ شرپسند عناصر ہيں جو اسلام، طالبان، مدارس، پشتون قوم، قبائل اور قبائلی روايات کو بدنام کر رہے ہيں۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post59,895,4,پہلا سب سے المناک پہلو تو يہ ہے کہ حماس اور الفتح ميں اتحاد نہيں ہو سکا۔,ياسر عرفات اور شيخ يسين جيسے عظيم قائدين کو منظم طريقے سے ہلاک ہی اس لیے کيا گيا تھا کہ مسجد اقصی کے لیے ’جہاد‘ کرنے والی خطے کی اس واحد جری قوم کو کمزور کيا جا سکے اور جب تک يسين اور عرفات کو راستے سے نہيں ہٹا ديا جاتا يہ ناممکن تھا۔,دنيا ديکھ رہی ہے کہ ان دونوں ليڈروں کی موت کے بعد فلسطين لمحہ بہ لمحہ کيسے بکھرتا رہا,اور يہودی لابی لمحہ بہ لمحہ کيسے اپنے شکنجے کو مظبوط سے مظبوط تر کرتی چلی گئی۔,,,,,,,,,,,,,,,,
VOA_URD_20090127.0008,730,4,افغانستان میں جنگ امریکہ کو درپیش سب سے بڑا فوجی چیلنج ہے: گیٹس,امریکی وزیرِ دفاع رابرٹ گیٹس نے کہا ہے کہ افغانستان میں جنگ امریکہ کو درپیش سب سے بڑا فوجی چیلنج ہے۔,گیٹس آج امریکی سینٹ اور ایوانِ نمائندگان کے ارکان کو افغانستان اور عراق جنگ پر اوباما انتظامیہ کی حکمتِ عملی کے بارے میں بریفنگ دے رہے تھے۔,گیٹس نے سینٹ کی آرمڈ سروسز کمیٹی کو بتایا کہ صرف جنگ ہی افغانستان کے مسئلے کا حل نہیں لیکن اُنھوں نے مزید کہا کہ بہت سے علاقوں کو محفوظ بنانے کے لیے کافی تعداد میں فوجی موجود نہیں ہیں، جِس کا فائدہ اٹھاکر طالبان کارروائی کرتے ہیں۔,,,,,,,,,,,,,,,,
urd-WL-86-174276-11370261-post3,1737,4,-محمد شمشاد عالم،,کراچی،جگجیت سنگھ کے بیان پر میں صرف اتنا کہوں گا کہ وہ بھی گرگٹ کی طرح رنگ بدلتا ہے,جو موقع کی مناسبت سے بیان بازی کرتا ہے پاکستانیوں آنکھیں کھولو کہ بھارت میں تمہاری کتنی قدر کی جاتی ہے کندو کی ذہنیت کا سمجھو۔,ممبئی کے واقعہ کے بعد ان کی نفرت انگیز بیان بازی بڑھ گئی ہے اب وہی مشہور گلوکارعدنان سمیع کے خلاف زہر اگل رہے ہیں۔,,,,,,,,,,,,,,,,
urd-WL-86-174276-11370246-post8,1618,4,-ایک شہری، یو ایس اے۔,ہندو کی ہمیشہ روایت ہے کہ بغل میں چھری منہ پہ رام,میرا خیال ہے کہ بس تھوڑی تھوڑی دیر سے پیٹ میں درد اٹھتا ہے اور وہ پاکستان کو دھمکیاں دینے لگتے ہیں,ہم ہر طرح سے تیار ہیں بھارت کے چیف آف آرمی اپنا منہ بند رکھے ورنہ ہم منہ توڑ جواب دینا جانتے ہیں,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post11,840,4,ایک طرف امریکہ کہتا ہے کہ جنگ بندی کی کوشش کی جائیگی،,دوسری طرف اقوام متحدہ قرارداد پر قرارداد منظور کر رہی ہے، لیکن عملی طور پر دونوں نے کچھ نہیں کیا، اس کا ایک ہی مطلب نکلتا ہے کہ مسلمانوں کو کچلنے کے لیے اقوام متحدہ بھی برسر پیکار ہے۔,تمام مسلم ممالک کو اقوام متحدہ کی رکنیت فوری طوری پر ختم کر دینی چاہیے اور اپنی عالمی تنظیم کی بنیاد ڈالنی چاہیے۔,ہمارے سامنے بہت سی مثالیں ہیں، جہاں کے بارے میں امریکہ اور اقوام متحدہ کے صرف وعدے اور قراردادیں ہی سامنے آتی ہیں نقصان صرف مسلمان کا ہی ہوا ہے۔,,,,,,,,,,,,,,,,
urd-WL-83-174268-11364090-post6,1510,4,یہ ہمارے معاشرے میں ایک لعنت ہے جسکا ہم پچھلے 40-50 سال میں پوری طرح شکار ہو چکے ہیں۔,ایک بیوی تک کو یہ تو منظور ہے کہ میاں حرام توپیاں کرتا پھرے لیکن اسکو دوسری شادی نہیں کرنے دیتی۔,اگر بس میں ہو تو اپنے مرنے کے بعد بھی نا کرنے دے۔,میاں کے ساتھ ساتھ اپنی آخرت بھی برباد کرتی ہے اور معاشرے میں گندگی پھیلنے کا ایک بڑا سبب بھی۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516125-post71,942,4,سڑک پر پڑی لاشيں، بے يارومددگار زخمی اور خون ميں ڈوبے معصوم چہرے مذمت کس طرح کريں کہ الفاظ نہيں مل رہے-,مسلمانوں کی بے بسی پر رونا آرہا ہے کہ ايک طرف بھارت ميں لوگ مارے جاتے ہيں تو ساری دنيا پاکستان پر بنا ثبوت کے چڑھ دوڑتي ہے کہ کارروائی کرو ورنہ ہم کريں گے,اور دوسری طرف اسرائيل سرعام مسلمانوں کی نسل کشی کررہا ہے اور دنيا خاموش يہ ناقابل برداشت ہے,-خدا کے پاس دير ہے اندھير نہيں اور جب يہ اندھير نگری ختم ہوگی تو۔,,,,,,,,,,,,,,,,
urd-WL-86-174276-11370267-post5,1789,4,-مرتضی جیلانی،,کراچی، ہمارے حکمرانوں کو یہ بات سمجھ لینی چاہیئے کہ جن کے خلاف وہ آپریشن کر رہے ہیں وہی پاکستان کے قدردان ہیں جو ہر قسم کے ظلم سہہ رہے ہیں لیکن پاکستان سے محبت کرتے ہیں,اگر جنگ ہوئی تو وہی پاکستان کے شانہ بشانہ لڑیں گے,جب ان کی محبت کا احساس ہوگا، صرف احتجاجی سیاست سے کچھ حاصل نہ ہوگا، میرے خیال مین دونوں کے درمیان فیصلہ کن جنگ کا امکان ہے تاکہ بھڑاس نکل جائے۔,,,,,,,,,,,,,,,,
urd-WL-77-174260-11358605-post14,1386,4,چليں يہ تو ثابت ہوا کہ يہ علاقہ ہزاروں سال سے اسرائيليوں کا بھی وطن ہے۔,ہونا تو يہ چاہيۓ کہ يہ دونوں اقوام مل جل کر آپس ميں پيار و محبت سے رہيں، ليکن ان کی ڈورياں چونکہ مغرب اور عرب ممالک کے ہاتھ ميں ہيں، اس ليۓ ان کی مرضی کے بغير يہاں کبھی امن قائم نہيں ہوسکتا۔,بلکہ اب تو ايران بھی اپنی پراکسی وار يہاں سے لڑنا چاہتا ہے۔,اسرائيلی کارروائی وقتی طور پر رک بھی گئی تو پھر کسی واقعہ کے بعد شروع ہو جائے گي۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516101-post93,772,4,اب سے کچھ دير بعد ايک ايسا شخص جس کے نسلی طور پر بھائی بند غلامی کا طوق پہنے اپني اپنی مادر وطن سے امريکہ لائے گئے تھے اور جنکے خون پسينے نے دورِ جديد کی سب سے طاقتور مملکت کی جڑوں کو سينچا ہے آج اسی نسلی امتیاز کی شکار قوم کا نمائندہ اسي امريکہ کا چواليسواں صدر کہلائےگا۔,اس ایک شخص سے بہت سے لوگوں نے بہت سی توقعات وابستہ کر رکھی ہیں،,اسکے چاہنے والوں پر لازم ہے کہ اس شخص سےغيرحقيقت پسندانہ اميديں نہ لگائيں۔,اگر اوباما دنيا ميں نسل، مذہب جيسی بنيادوں پر پھيلی نفرت کو کسی طور کم کرنےميں ہي کامياب ہوجائيں تو يہ اسکے چاہنے والوں کی جيت ہوگی۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516101-post124,768,4,اوباما جنکے نام کا حصہ حسين بھي ہے، کا آج امريکی صدر کی حيثيت سے حلف اٹھانا جہاں ہر لحاظ سے تاريخی حيثيت کاحامل ہے وہيں تاريخ کاايک کڑا امتحان بھی ہے,نہ صرف انکی اپنی ذات کيلیے بلکہ ان تمام لوگوں کيلیے جنہوں نے دل وجان سےسپورٹ کيا۔,يہ امتحان ہوگا سفيدفام اکثريت کا بھی کے انکے لیے ايک سياہ فام کا ان پرحکومت کرنےکا دل سےقبول کرنا آسان کام نہيں۔,يہاں جنوبی ایشیا خاصکرمسلمانوں کو جوان سےاميديں لگائے ہوئے ہيں ياد رکھنا چاہئيے کہ وہ امريکہ کے صدر منتخب ہوئے ہيں اور اوباما کو ياد رکھنا چاہئيے کہ صدر امريکہ عملی طور پردنيا کا صدر ہے۔,,,,,,,,,,,,,,,,
urd-NG-102-174502-11516128-post30,948,4,فورم ميں جاری بحث سے يہ واضح ہوتا ہے کہ بےنظير کی وفات کا دکھ ہر کسی کو ہے مگر بحیثيت سياستدان ان کی کوتاہيوں کو نظر انداز نہيں کيا گيا۔,يہ بات بحث طلب ہے کہ بےنظير نے جمہوريت کی خاطر جان دی يا اقتدار کی خاطر۔,اگر جمہوريت عزيز تھی تو امريکی کليئرنس اور ڈيل ہونے تک کہ دس سال جمہور کو مشرف کی آمريت ميں کيوں چھوڑے رکھا؟,بے نظير تب پاکستان نہيں آئيں جب آمريت زدہ عوآم کو ضرورت تھي بدقسمتی سے وہ تب پاکستان آئيں جب انھيں مقدمات سے بریت اور اقتدار کی يقين دہانياں کروائی گئيں,,,,,,,,,,,,,,,,
