document,lineNum,numSegs,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20
urd-WL-86-174276-11370257-post1,1714,6,صدر بش8 سال امریکا پر حکومت کرنے کے بعد وائٹ ہاوس سے رخصت ہو کر صدارتی کیمپ آفس کیمپ ڈیوڈ منتقل ہوگئے تاکہ وائٹ ہاؤس کو نئے صدر بارک اوبامہ کی مرضی کے مطابق تزئین و آرائش کرکے تیار کیا جاسکے،,بش کے آٹھ سالہ دور صدارت میں امریکا میں ورلڈ ٹریڈ سینٹر پر تاریخی حملہ اور تباہی، پنٹا گون پر حملہ اور پھر دہشت گردی کے خلاف عالمی جنگ کی آڑ میں افغانستان اور عراق میں فوجی کارروائی کرتے ہوئے مختلف ملکوں کی افواج کو اس جنگ میں گھسیٹنے اور اس جنگ میں امریکی وسائل کا بھرپور استعمال بش دور کی یادگار مثالیں بن گئیں۔,اس جنگ سے خود امریکا کو تاریخ کے بدترین معاشی اور مالیاتی بحران کا سامنا کرنا پڑا۔,آپ کے خیال میں اس جنگ سے دنیا نے کیا کھویا اور کیا پایا؟,کیا صدر بش کی پالیسیاں کامیاب رہیں؟,صدر بش کے دور حکومت پر آپ کی کیا رائے ہے؟,,,,,,,,,,,,,,
VOA_URD_20090121.0017,659,6,اوباما کی تقریر پاکستان کے لیے خوش آئند ہے: صدر زرداری,پاکستانی صدر آصف علی زرداری نے امریکہ کے نئے صدر براک اوباما کے افتتاحی خطاب کا خیر مقدم کرتے ہوئے کہا ہے کہ اُن کی طرف سے مسلم دنیا کے ساتھ باہمی مفادات اور احترام کے تعلق کو آگے بڑھانے کی بات پاکستان اور اُس کے عوام کے لیے خوش آئند ہے۔,بدھ کے روز جاری کردہ ایک بیان میں اُنھوں نے کہا کہ امریکی صدر کی طرف سے اعلیٰ نظریات اور اقدار کے عزم کا اعادہ دنیا بھر کے لوگوں کےلیے ایک بہتر مستقبل کی امید ہے۔,بیان کے مطابق صدر زرداری نے کہا کہ امریکہ پر عالمی برادری کے ساتھ مل کر بلاشبہ اکیسویں صدی میں امن، ترقی اور خوش حالی کی نئی راہیں تلاش کرنے کی اہم ذمے داری عائد ہوتی ہے۔,واضح رہے کہ صدر اوباما نے منگل کے روز اپنے عہدے کا حلف اُٹھانے کے بعد افتتاحی خطاب میں کہا تھا کہ امریکہ مسلم دنیا کے ساتھ نئی پیش رفت چاہتا ہے جو باہمی مفادات اور باہمی احترام پر مبنی ہو۔,اُنھوں نے غریب ملکوں کے لوگوں کو یقین دلایا تھا کہ امریکہ اُن کے ساتھ مل کر کام کرے تاکہ وہاں سماجی ترقی ہو اور غربت میں کمی آئے۔,,,,,,,,,,,,,,
VOA_URD_20090114.0020,628,6,کوئٹہ ،ڈی ایس پی سمیت چار پولیس اہلکار ہلاک,فائل فوٹو,کوئٹہ کی ایک اہم شاہراہ سریاب روڈ پر نامعلوم افراد کی فائرنگ سے ایک ڈی ایس پی ’ڈپٹی سپرینٹنڈنٹ پولیس ‘سمیت چار پولیس اہلکار ہوگئے۔,بدھ کی صبح ایک جیپ میں سوار دو ڈی ایس پی ، ایک سب انسپکٹر اور دو کانسٹیبل پولیس ٹریننگ سینٹر کی طرف جارہے تھے کہ سریاب روڈ پر واقع ڈگری کالج کے قریب موٹر سائیکل پر سوار نامعلوم حملہ آوروں نے پولیس کی جیپ پر بلااشتعال فائرنگ شروع کر دی جس سے سب انسپکٹر مہدی اور کانسٹیبل صبغت اللہ اورنصراللہ موقع پر ہی ہلاک ہوگئے جب کہ ایک ڈی ایس پی حسن علی ہسپتال پہنچنے کے بعد دم توڑگئے۔,ہسپتال ذرائع کا کہنا ہے کہ شدید زخمی ہونے والے دوسرے ڈی ایس پی غلام محمدکی حالت بھی تشویشناک ہے اور اُنھیں سر اور گردن میں گولیاں لگی ہیں۔,اس واقع کے بعد پولیس نے علاقے کو گھیرے میں لے لیا تاحال اس واقع کی ذمہ داری کسی نے قبول نہیں کی ہے۔,,,,,,,,,,,,,,
VOA_URD_20090105.0011,588,6,شمالی وزیرستان میں تین لاشیں برآمد,پاکستانی سیکیورٹی کے عہدے داروں نے کہا ہے کہ شمالی وزیرستان کے قبائلی علاقے میں تین آدمیوں کی لاشیں ملی ہیں۔,شبہ ہے کہ انھیں طالبان نے سزائے موت دے کے ہلاک کیا ہے۔,یہ لاشیں شمالی وزیرستان کے مرکزی شہر میران شاہ کے قریب ملی ہیں اور ان کے ساتھ ایسے رُقعے ملے ہیں جن میں ان آدمیوں پر امریکہ کے لیے جاسوسی کرنے کا الزام لگایا گیا ہے۔,حکام نے کہا ہے کہ ان میں ایک لاش غالباً اُس مقامی آدمی کی ہے جسے پچھلے ہفتے اِغوا کیا گیا تھا۔,انہوں نے کہا ہےکہ گولیوں سے چھلنی باقی دو لاشیں افغان باشندوں کی ہیں۔,,,,,,,,,,,,,,
urd-NG-102-174502-11516161-post51,1125,6,ايک کافر قتل ہو جائے پوری دنيا ميں شور مچ جاتا ہے- يہ دوہرا معيار کيوں؟,وطن عزيز کی واحد غيرسياسي، مذبہي، فلاحی تنظيم کو--------۔,فرقان فاروق، فيصل آباد,جب تک ہمارے پيغمبر(ص)، اوليا کرام اور صوفيوں نے سب انسانوں کو محبت اور احترام ديا، دين اسلام امن وآتشی سے خوب پھیلا اور پھلتا پھولتا رہا۔,مسلمانوں نے بھي ہر ميدان ميں ترقي کي۔,مگرجب يہ خوبصورت دين ملائيت کے ہتھے چڑھا توانسانوں ميں مومن و کافر کی تفريق شروع ہوئی اورفتنہ و فساد کے نئے باب کھلنے لگے جن سے دنيا پہلے واقف نہ تھي۔,,,,,,,,,,,,,,
BBC_URD_20090109.0005,122,6,میرا دل ٹوٹا ہے، میرا گردہ واپس کرو,ڈاکٹر رچرڈ باٹسٹا نے بتایا کہ انہوں نے آٹھ برس قبل اپنی بیوی ڈانل کی جان بچانے کے لیے انہیں اپنا گردہ بطور عطیہ دیا تھا۔,خبر رساں ادارے اے ایف پی کے مطابق ڈاکٹر باٹسٹا کا کہنا ہے کہ ان کی بیوی نے ان کے گردے کے عطیہ کے بدلے یہ صلہ دیا کہ ان سے دھوکہ کیا اور کسی اور سے تعلقات استوار کر لیے اور اب طلاق کے لیے رجوع کیا۔,ڈاکٹر باٹسٹا نے ایک مقامی اخبار ڈیلی نیوز کو انٹرویو دیتے ہوئے کہا کہ اس کے مبینہ معاشقے نے میرے دل میں سوراخ کر دیا جو اب تک ہے ۔,ڈاکٹر رچرڈ باٹسٹا کے وکیل کے مطابق ویسے تو ڈاکٹر باسٹسا اپنے گردہ کی واپسی کا مطالبہ کر رہے ہیں لیکن اصل میں وہ گردے کی مالیت کے مساوی زرتلافی چاہتے ہیں۔,ان کی بیوی کے مطابق وہ اپنا موقف آئندہ چند روز میں ایک جج کے سامنے پیش کریں گی۔,,,,,,,,,,,,,,
urd-NG-102-174502-11516135-post26,960,6,برطانيہ نے ان کو کبھي بھي ايک نہيں ہونے ديا اور ہندو مسلم تنازع ايجاد کيا جس کی نشوونما سرسيد نے کي۔,سائکو,کتنی بے رحم ہے ہماری قوم اپنے اور اپنی پارٹی کی شان ميں قصيدے لکھتے وقت تو اندھے ہوتے ہی ہيں ليکن اب تو ہر تاريخی بندے دانشور کو اٹھا اٹھا کر جو الزام تراشی اور تنقيد کی جا رہی ہے اس پر تو کوئی کچھ کہنے والا ہی نہیں۔,بہت کرلی ترقی ہم لوگوں نے۔,ثناء خان,کچھ چيزيں نظرانداز کي جاتي ہيں يہ سوچ کر کہ ان کا کچھ نہيں ہو سکتا - جس طرح کتابيں لاد دينے سے گدھا عالم نہيں ہو جاتا -,,,,,,,,,,,,,,
urd-NG-102-174502-11516161-post64,1141,6,پاکستان اب آخری مراحل ميں ہے۔,kamranhassan، ABU DHABI,آپ کی بات دل کو لگتی ہے اور کچھ حالات بھی ايسے ہی نظر آرہے ہيں,، اب تو امريکی جرائد ميں دھڑلے کے ساتھ پاکستان کا نيا نقشہ شائع کيا جانے لگا ہے اور يہ پابنديوں کے چکر بھی اسی سلسلے کی کڑی نظر آرہی ہے۔,امريکی آہستہ آہستہ نہيں بلکہ اب بہت تيزی سے پاکستان پر اپنی گرفت مظبوط کر رہے ہيں۔,ايسی صورت ميں اگر ہم لوگوں نے بحيثيت ايک قوم کے اتحاد اور اتفاق کا مظاہرہ نہ کيا تو ياد رکھيے اگر بنگلہ ديش بن سکتا ہے تو اور بھی بہت کچھ ہو سکتا ہے۔,,,,,,,,,,,,,,
BBC_URD_20090114.0019,192,6,گیارہ رکنی کابینہ نے حلف اٹھایا,نئی کابینہ میں سابق وزیر اعظم سردار عتیق احمد خان کے مخالف مسلم کانفرنس دھڑے کے چھ، پاکستان پیپلز پارٹی کے دو، پیپلز مسلم لیگ کے دو اور متحدہ قومی موومنٹ کے ایک وزیر شامل ہیں۔,گیارہ رکنی کابینہ میں ایک خاتون وزیر بھی ہیں اور ان کا تعلق عتیق مخالف مسلم کانفرنس دھڑے سے ہے۔,حکمران اتحاد کا کہنا ہے کہ کابینہ میں اگلے ہفتے توسیع کی جائے گی اور امکان ہے کہ مزید ایک درجن وزیر کابینہ میں شامل کئے جائیں واضح رہے کہ اس ماہ کے اوائل میں سردار عتیق خان کو ان کے مخالفین نے عدم اعتماد کے ذریعے وزارت اعظمٰی کے عہدے سے ہٹا دیا تھا اور سردار یعقوب خان نئے وزیر اعظم منتخب ہوئے تھے۔,ان وزراء کے محکموں کا اعلان بعد میں کیا جائے گا۔,حلف برداری کے موقع پر پیپلز پارٹی کے کارکنوں نے پاکستان کی سابق وزیر اعظم بینظیر بھٹو کے حق میں نعرے لگائے۔,,,,,,,,,,,,,,
urd-NG-102-174502-11516120-post213,854,6,ہمارے مسلمانوں کو کب سمجھ آئےگی کہ دجال کا مقابلہ تلوار سے نہيں ہوسکتا۔,اسرائيل کی بمباری ميں نہتے لوگوں کو ديکھ کر دل خون کے آنسو نہ روئے تو کيا کرے؟,مگر بنيادی قصور اس فساد اور قتل و غارت کا ہے جسے ہم جہاد کا نام دے کر اسلام کے خوبصورت چہرے پرکالک ملنے کی کوشش کرتے ہيں۔,جب فلسطينيوں کی اکثريت اسرائيل کے وجود کو تسليم کرچکی تو حماس کو کيا ضرورت کہ وہ راکٹ اسرائيل پر داغے يا خودکش حملے کروائے۔,دونوں اطراف کے رويے انسانيت سوز ہيں۔,امريکہ اور اقوام متحدہ کا کردار پھر ہميں اسرائيل کے مظالم کی حمایت کرتا نظرآيا۔,,,,,,,,,,,,,,
MHR_URD_20090111.0010,503,6,غزہ عجلین علاقہ سے اسرائیلی فوجیوں کی پسپائی // فلسطینی مجاہدین کی بے مثال استقامت,مہر خبررساں ایجنسی کی اردو سروس کے مطابق غزہ میں حق وباطل کے معرکہ کے سولہویں دن بھی اسرائيل کی طرف سے شہری آبادی پروحشیانہ بمباری جاری رہی ، غزہ پر اسرائیل کے فضائی ، زمینی اور بحری حملوں میں اب تک 880 افراد شہید اور 3700 فلسطینی زخمی ہوگئے ہیں,شہداء میں 275 معصوم بجے بھی شامل ہیں جو عرب رہنماؤں کی غداری اور بین الاقوامی انسانی حقوق کی نام نہاد تنظیموں پر مسکراتے ہوئے موت کی آغوش میں سوگئے ہیں۔,آج غزہ کے کفن بردوش مجاہدوں نے عجین علاقہ سے اسرائیلی فوجیوں کو پسپا ہونے پر مجبور کردیا اور ایمان و شہادت کی طاقت کے سہارے شاندار پائداری و استقامت کا مظاہرہ کررہے ہیں اور صہیونی دشمن پر قافیہ حیات کو تنگ کررہے ہیں,اگر مصری صدر حسنی نامبارک کی غداری نہ ہوتی تو حماس کے غیور اور بہادر مجاہد اسرائيل کو کب سے شکست سے دور چار کردیا ہوتا لیکن اسرائیلی محاصرے کے ساتھ ساتھ مصر نے بھی مسلمان فلسطینیوں کا محاصرہ کررکھا ہے جو عرب تاریخ کا سب سے المناک واقعہ ہے,ادھر سعودی عرب اور اردن کی حکومتیں بھی اسرائيل کو سیاسی ، اقتصادی مدد بہم پہنچا رہی ہیں اور غزہ کے نہتے مسلمانوں کے ساتھ غداری کرکے اسرائیلیوں کا ساتھ دے رہی ہیں,,,,,,,,,,,,,,
urd-NG-102-174502-11516146-post79,1036,6,بی بی سی کی طرف سے پوچھا گیا سوال معقول ہو نہ ہو لکھنے والوں کی سطحیت دیکھ کر افسوس ہوتا ہے، مثلاً یہ سوال کسی نے نہیں پوچھا کہ سوات میں موجود تیس ہزار فوج کیا کرنے گئی ہے؟,جو فوج کے مددگار طالبان سے لڑنے والوں کی لاشیں دن بھر کھمبوں پر لٹکتی رہتی ہیں۔,سواتی عوام کے ساتھ سبز قدم پاکستانی فوج نے جو کیا سو کیا، لیکن میڈیا بشمول بی بی سی نے بھی دنیا کو اصل حقیقت سے لاعلم رکھ کر اچھا نہیں کیا ہے۔,پاکستانی فوج ڈرامہ کررہی ہے۔,سوات کا بچہ بچہ کہ رہا ہے کہ یہ ایک خونی ڈرامہ ہے۔,خدارا بس کریں ڈرامہ۔,,,,,,,,,,,,,,
urd-NG-102-174502-11516169-post117,1211,6,مسئلے کا ايک حل تو يہ ہے کہ يا تو اردو بولنے والے پشتو سيکھ ليں يا پشتو بولنے والے اردو، يا سبھی انگلش سيکھ ليں تو اور اچھا۔,آپ يقيناً اسے ايک مضحکہ خيز تجويز سمجھيں گےليکن آپ کو تصادم کی وجہ کيا مضحکہ خيز نہيں لگتي؟,کہ تشدد کي وجہ زبان ہو؟,ظہير چغتائی,جناب يہ تجويز حقيقت ميں ميں نے اپنے دوستوں کو جن ميں ہر مذہبي اور لساني طبقے کے لوگ شامل تھے بچپن ميں بار ہا دی، پر يار لوگ ان باتوں پر ہنسا کرتے تھے۔,اس وقت ان لسانی اور مذہبی منافرتوں کے جن کي حالت آج سی جاندار اور توانا نہ تھي بس اندر ہی اندر پک رہی تھي۔,,,,,,,,,,,,,,
